Country,Continent,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Country Name,Image URL
Kuwait,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5473318.621,20524944.83,64311493.79,148997333.8,266605444.1,458288074.5,714070419.3,1008357184,1336175085,1713191084,2092950802,2493474893,2984356980,3477318622,4057627464,4652187877,5323627710,6043307928,6835523736,7649757533,8508770889,9373502874,10284319214,11248362166,12286917315,13399024006,14543968845,15596217291,16484745035,17212353447,17964324715,18653824028,19398056528,20284868860,20878953946,21280038075,21571932322,21948261215,22363734573,22743374282,23149735835,23506288658,23937628992,24405670680,24725838053,24788897696,25158042564,25818822250,26525955720,27243568737,27962803042,28681957929,29434561594,30136215863,30888033591,31616898560,32292578685,33083500286,33926985513,34819212335,35734328384,36623947380,37555934003,38383971105,39228200500,40192122855,41245518440,42281551650,43309338409,44323591882,45368546296,46360371752,47365061036,48346015742,49236437146,Kuwait,https://public.flourish.studio/country-flags/svg/kw.svg
Kyrgyzstan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805937.931,1535988.276,2123675.862,2853726.207,3585541.379,4241468.966,4860335.172,5445081.379,6188073.793,6928713.103,7491693.103,8002904.828,8522940.69,9263580,10004219.31,10374833.1,10746035.17,11116648.97,11487262.76,11857876.55,12229078.62,12599692.41,12970306.21,13340920,13712122.07,13712122.07,13712122.07,13712122.07,13712122.07,Kyrgyzstan,https://public.flourish.studio/country-flags/svg/kg.svg
Libya,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5993354.483,66069850.34,218447417.2,501753424.8,898444310.3,1388780477,1952276395,2799673068,3810259229,4901809209,5795904396,6526727147,7242586513,7746033584,8235429098,8875068502,9556671388,10211061221,10902574202,11506604680,11911049042,12290031647,12661735515,12991800630,13322875226,13666290673,13989871222,14329988795,14705494690,15165541121,15630039624,16106896626,16559279587,17021092022,17485590525,17954832884,18434368895,18910498200,19368743918,19844229061,20302967166,20744622329,21222029957,21745593710,22306378853,22908227415,23521152624,24124874846,24683838098,25262546242,25429040076,25925521373,26263182305,26430007339,26569954637,26702177284,27001535575,27377437380,27798500535,27923732112,Libya,https://public.flourish.studio/country-flags/svg/ly.svg
Lithuania,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592393.7931,1666585.517,2851961.379,3969097.241,5389195.172,7416982.069,9139453.793,11361960,14900439.31,18174194.48,21047333.79,23315725.52,24939955.17,26300048.97,27443068.97,28557263.45,29297902.76,30038542.07,30779181.38,31522173.79,32262813.1,33003452.41,33744091.72,34487084.14,34487084.14,34487084.14,34487084.14,34487084.14,Lithuania,https://public.flourish.studio/country-flags/svg/lt.svg
Malaysia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,41179.31034,178247.5862,492975.1724,875942.7586,1498338.621,2031904.828,2531351.034,3119626.897,4125578.621,5514497.931,8319397.241,12198488.28,16317007.59,20510826.21,25388809.66,30260322.07,35398323.45,40598093.79,45380188.28,48999261.38,51332363.45,53562517.24,55492062.07,57257477.93,58803466.9,60260626.21,61649545.52,62799036.55,63832048.97,64570923.45,64570923.45,64570923.45,64570923.45,64570923.45,64570923.45,64742111.72,65063898.62,65460984.83,65858071.03,66213977.93,66562825.52,66905202.07,67391117.93,67849384.83,68341771.72,68800038.62,69197124.83,69580092.41,69990708.97,70401325.52,70798411.72,71154318.62,71489635.86,71816717.24,72143798.62,72470880,73782146.9,76724114.48,82607461.38,105160781.4,135641706.9,165386111,191861466.2,223893675.2,278628626.2,338443927.6,409045266.9,501219270.3,591679626.2,676336052.4,775701140,901541582.8,1047719899,1193172282,1356601788,1518069981,1694066824,1885450610,2087621023,2298141423,2512039703,2721233541,2934102926,3162087472,3393292828,3622471573,3855245861,4077005859,4306553454,4529495299,4763604972,5005894034,5254294105,5487960807,5708092458,5936147597,6165939914,6383510800,6609766403,6812720399,7018445762,7214901074,7418759250,7638982672,7866830738,8091610357,8315252838,8521964740,8708352888,Malaysia,https://public.flourish.studio/country-flags/svg/my.svg
Mexico,North America,0,13530.34483,47650.34483,115890.3448,245899.3103,492386.8966,984773.7931,2038375.862,5869816.552,8606475.862,12164368.28,24985840.69,40092176.55,63743807.59,83071611.03,113092504.8,150146824.8,206604247.6,271641085.5,360336025.5,527341071.7,725598273.1,912457629.7,1067790694,1213976070,1334567327,1428694994,1495250761,1544401209,1588194817,1626932194,1659313839,1691462527,1724781295,1762191522,1801920732,1842135859,1888050201,1925747507,1967741579,2010851023,2052995694,2087080986,2121501594,2158904762,2201535349,2249741614,2304837179,2362115246,2415603052,2485080197,2559243546,2634365197,2703876461,2784129054,2869889086,2956866849,3041552689,3131281230,3223752901,3318776512,3421216518,3528493916,3638685632,3749568573,3873087091,3999585814,4139591940,4289428743,4446547226,4611971574,4776905301,4948614201,5125535226,5347315226,5622039465,5928365883,6300316828,6756602411,7308449290,8041791039,8917490251,9950668559,10957243266,11971936770,12969817349,13906314284,14884911180,15861152032,16839954237,17833147434,18878669534,19925658794,20974324640,22029122086,23056828840,24167636618,25328113704,26514963197,27647202454,28812484577,30015706376,31232294391,32519893773,33820098730,35096007306,36344916961,37523262926,38596692245,39600116736,40596264255,41585009498,42569230312,43539688412,44477662507,45350075611,46180313453,46929280396,47629117481,48278515793,48928835346,Mexico,https://public.flourish.studio/country-flags/svg/mx.svg
Mongolia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137068.2759,274136.5517,431206.2069,670634.4828,910062.7586,1108311.724,1285971.034,1443040.69,1573049.655,1695999.31,1791888.276,1874246.897,1942486.897,1997196.552,2031316.552,2031316.552,2031316.552,2031316.552,2031316.552,2031316.552,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2038375.862,2076025.517,2151913.103,2219564.828,2296040.69,2440168.276,2629593.103,2853137.931,3061387.586,3452002.759,4333828.276,5551559.31,7490516.552,9752437.241,12396148.97,16166997.24,21486187.59,29166128.97,37939086.9,46830876.55,46830876.55,46830876.55,46830876.55,46830876.55,Mongolia,https://public.flourish.studio/country-flags/svg/mn.svg
Morocco,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.310345,14118.62069,14118.62069,14118.62069,34708.27586,55297.93103,89417.93103,123537.931,164717.2414,198837.2414,232957.2414,260606.2069,281195.8621,301785.5172,322375.1724,411204.8276,527683.4483,794760.6897,1314796.552,2006020.69,2710775.172,3517889.655,4215584.828,4879160,5392136.552,5898642.069,6548686.897,7178142.069,7725238.621,8594122.069,9620663.448,10441896.55,11146651.03,11851405.52,12528511.03,13137376.55,13540933.79,13842131.03,13999200.69,14190978.62,14478057.24,14642186.21,14779254.48,14841023.45,14991622.07,15155751.03,15285760,15648137.93,16008751.03,16369364.14,16729977.24,17092355.17,17452968.28,17632980.69,17777696.55,17922412.41,18030655.17,18138897.93,18247140.69,18319498.62,18391856.55,18464214.48,18572457.24,18681288.28,18681288.28,18717173.1,18789531.03,18898362.07,19043077.93,19137202.07,19209560,19281917.93,19332509.66,19404867.59,19484284.83,19549583.45,19607234.48,19679592.41,19751950.34,19802542.07,19860193.1,19917844.14,19975495.17,20033734.48,20033734.48,20033734.48,20033734.48,20033734.48,Morocco,https://public.flourish.studio/country-flags/svg/ma.svg
Myanmar,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7039897.241,13840366.21,20723193.79,27270704.14,33914103.45,40598682.07,47433271.03,54179030.34,61116567.59,68293533.1,75182831.72,82386857.93,89460875.17,96562541.38,98847404.83,99763938.62,100448103.4,101111678.6,101125209,101179918.6,101522295.2,101754664.1,102233520.7,103013574.5,103875398.6,104846642.1,106077903.4,107521532.4,109102229.7,111804769,114965575.2,118584648.3,122313140.7,126171642.1,130167211.7,134518688.3,138322480,142050972.4,145937122.8,149953282.1,154940684.8,160372824.1,165832612.4,171798317.9,178421127.6,185132766.9,191249071,197783051,205712421.4,214900702.1,224567839.3,234926200.7,246332281.4,256569457.9,267944360,279319262.1,291485983.4,302860885.5,311962101.4,318406663.4,323541723.4,329503311,334706022.8,340667610.3,346127986.9,351546007.6,356838725.5,360560746.9,363657431,367124729,371350314.5,375007037.2,379639709.7,383478209.7,389220370.3,394954295.2,402599528.3,410234172.4,419009483.4,427088275.9,435261780.7,442174022.1,449936910.3,457575084.1,465233847.6,472872021.4,480349007.6,486091168.3,491849212.4,491849212.4,491849212.4,491849212.4,491849212.4,Myanmar,https://public.flourish.studio/country-flags/svg/mm.svg
Netherlands,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431206.2069,1888365.517,5281540.69,9530068.966,14353342.76,19238385.52,24129899.31,29740286.21,36164846.9,43170624.14,50675847.59,61095977.93,72186154.48,84316402.76,97438484.14,111436508.3,126193996.6,141347982.8,156878465.5,173264301.4,189451888.3,204948251,219637499.3,233457864.1,246587004.8,258313695.9,269239743.4,279447506.2,289442901.4,299151217.9,308531276.6,317986634.5,327496702.1,334913095.9,346283880,358398833.1,375054687.6,398075098.6,424269846.2,456760322.1,495844193.8,532600846.2,565567825.5,593949782.8,624933095.9,656372322.8,680553990.3,704327394.5,741513488.3,772850943.4,801586454.5,828614200.7,856203750.3,876040412.4,894316966.9,909955692.4,933077286.9,956214764.8,977849197.9,995089210.3,1009405492,1028824478,1044597330,1056919945,1067225950,1078344952,1088688606,1099558768,1113267360,1126321201,1135002977,1135002977,1135002977,1135002977,1135002977,Netherlands,https://public.flourish.studio/country-flags/svg/nl.svg
Niger,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507231.724,9997748.276,17467675.17,24937602.07,30166786.21,35035357.24,35035357.24,35035357.24,35035357.24,35035357.24,Niger,https://public.flourish.studio/country-flags/svg/ne.svg
Nigeria,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.310345,1758356.552,5405078.621,11131355.86,26415351.03,48815131.03,74211588.28,114803211,207209583.4,347942817.9,455480822.1,503229997.2,685313142.1,1050322431,1566343310,2179918564,2872226306,3632171066,4233117213,4931541259,5634228541,6273523215,7049305537,7744760555,8229911659,8663636274,9080004988,9549048510,10054183932,10548434486,11002615219,11469805084,12064853766,12663407395,13320812731,14003003893,14676417979,15321414811,15971788485,16631418680,17291912463,17968686193,18600413286,19329378851,20049781471,20699816886,21467298048,22299687803,23128511430,23919035945,24652417108,25375999948,26107417446,26942754463,27752915626,28549565270,29298432795,30046113767,30769547773,31394356155,32040839560,32700107377,33392070389,33986376667,Nigeria,https://public.flourish.studio/country-flags/svg/ng.svg
Norway,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003079.31,13050311.72,23733401.38,35418324.83,98516205.52,191915587.6,287730430.3,406580979.3,539989591,711370233.1,877569929.7,1050195363,1265007236,1510997141,1779263876,2073687709,2416559001,2806392943,3318894756,3880888806,4522924257,5254301164,6035127363,6914846853,7861728621,8919886887,9988743537,11012255295,12036270030,13131437906,14238150108,15314747881,16364209664,17391979952,18339097619,19220657235,20030941348,20813994760,21555460010,22229982408,22868758223,23464289880,24031668418,24612978506,25212556912,25830403637,26438330854,27008366046,27545745457,28174982380,Norway,https://public.flourish.studio/country-flags/svg/no.svg
Oman,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19313684.83,101196390.3,211994619.3,324487082.8,424103952.4,519916442.1,619194464.8,717455946.9,832998032.4,957690749,1072893988,1179287795,1279243512,1375827819,1487395513,1601673982,1733910748,1875899363,2045499294,2236107145,2434599657,2646207190,2865552317,3099806118,3341422192,3594820254,3860186790,4136949993,4429821954,4733349357,5040607604,5346510464,5652315670,5974042563,6294883512,6595996041,6871199726,7134121386,7394099903,7641628149,7879976350,8133602664,8404940199,8693668934,8989318146,9297189965,9612468177,9928681748,10257292644,10594696500,10920115412,11247311505,11571113835,11886589708,Oman,https://public.flourish.studio/country-flags/svg/om.svg
Pakistan,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342376.5517,787113.1034,1648937.241,2846078.621,4112048.276,5596856.552,7252264.828,9072390.345,11008406.21,12992660.69,15052214.48,17180008.28,19362511.72,21832093.79,24479923.45,27606609.66,30870364.14,34612975.17,38273227.59,41810530.34,45244884.83,48788658.62,52435380.69,55534417.93,58278136.55,60925966.21,63477906.9,65687471.03,67472888.28,69327133.79,72590888.28,75813463.45,79206638.62,82909835.17,86604207.59,91025100.69,95810724.83,102067626.9,114857920.7,130195449,145532977.2,162007054.5,179527674.5,202142175.2,225252004.1,248336537.2,270829264.8,291573048.3,313689867.6,334585426.2,356151619.3,377068355.9,397567416.6,418417089.7,441505152.4,466202149.7,489390219.3,513391874.5,538096519.3,562815871,589445354.5,613770561.4,637575144.1,662324497.9,687441524.1,714452210.3,745027260,780333224.1,814261446.2,846563673.8,846563673.8,846563673.8,846563673.8,846563673.8,Pakistan,https://public.flourish.studio/country-flags/svg/pk.svg
Peru,South America,260017.931,527095.1724,745933.7931,998892.4138,1265969.655,1608346.207,2094262.069,2778426.897,3640251.034,4926222.069,6075713.103,7409922.759,9010621.379,10898986.9,12657343.45,15141044.14,17631215.86,20005497.24,22297420,24685231.72,27237172.41,30582697.24,35378910.34,40523971.03,47680346.9,56027393.1,65571580.69,75053999.31,85945926.9,98103824.14,109433429,118601120,127584092.4,139639041.4,154430649.7,169844653.8,185744573.8,201480364.8,215827236.6,228101024.1,239109430.3,249939589,262322795.9,275650185.5,288745206.2,301244891.7,312458606.2,324082349,336889702.8,350354160.7,364386304.8,379020843.4,394407786.9,409028206.9,424709288.3,440465669,457262121.4,474824509,491942160,508088567.6,525685075.2,543384531,562691744.8,582306626.9,604069892.4,627291493.8,650513095.2,676592540.7,703818535.9,730255653.1,756682769.7,779255502.8,802864189.7,828548313.8,856557304.1,882542037.2,910163942.1,942978557.9,997130527.6,1065847619,1135939512,1205125459,1275060870,1336189792,1402384357,1469961958,1533636937,1592349221,1643218612,1690054783,1736355623,1777614350,1819264870,1864627998,1910359387,1954108874,1997336561,2040042448,2081295292,2119023777,2154333859,2188798588,2222306781,2254679014,2286765344,2323175502,2361078704,2398606586,2437612806,2484772528,2534562432,2582233955,2629202488,2679245351,2730841262,2775554346,2815570046,2854522732,2894599614,2936370141,2973267980,Peru,https://public.flourish.studio/country-flags/svg/pe.svg
Poland,Europe,2374281.379,5145060.69,8709424.138,13313859.31,18951306.9,24383446.21,29425558.62,37129031.03,48882782.76,63154355.17,75236953.1,85212346.9,93039357.24,100661059.3,106661473.1,111854184.1,117984018.6,123504987.6,128793587.6,134485744.8,139719635.2,144542909,149420892.4,154463004.8,159738074.5,165293751.7,170739421.4,175685644.8,180768936.6,185386902.1,189923097.2,194240453.8,198051304.8,201820976.6,205440049.7,208963233.8,212459357.2,215887240.7,219355715.2,222947727.6,226532680.7,228188089,230767678.6,233996724.8,236761033.1,237452257.2,238252900.7,239128843.4,240086556.6,241126628.3,242234940,243473260.7,244943950.3,246236980.7,247495891,248727152.4,249986062.8,251224383.4,252421524.8,253618666.2,254945816.6,256334735.9,257723655.2,259174343.4,261103888.3,263423460,266160119.3,269239155.2,272488791,275492527.6,278393315.9,281095855.2,283470136.6,286152086.2,289915286.9,293698489,296811644.8,299301816.6,301785517.2,304050379.3,306905282.1,309752537.2,311726791,313473382.1,315225267.6,316971858.6,318718449.7,320098544.8,321482757.9,322666369,323455835.2,324555322.8,325731286.2,327527292.4,329360360,331046358.6,332884132.4,335083695.9,337796235.9,341095286.9,345876793.1,351277165.5,356159855.2,361524931,367650059.3,373479873.1,378973193.1,383980597.2,389188015.2,393735387.6,398467478.6,403044853.1,407970486.9,415017443.4,422076165.5,428826631,436215964.1,436215964.1,436215964.1,436215964.1,436215964.1,Poland,https://public.flourish.studio/country-flags/svg/pl.svg
Qatar,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684164.8276,11877289.66,28091937.24,50648786.9,78439526.9,111128840,148333758.6,188535354.5,234018491,290270605.5,344956141.4,401140015.9,458486911.7,518748126.2,580973005.5,650244841.4,729644434.5,828808920,939218886.9,1055398075,1176712323,1300412030,1446943312,1611644670,1805883947,1982403179,2131319919,2297729630,2445965146,2610898285,2783328411,2945290757,3086888168,3202348483,3307358666,3424672639,3529471630,3647637426,3752117572,3872853546,4007566365,4152076919,4291667133,4453134150,4602372677,4748430397,4897791873,5083228190,5310870359,5540419130,5774938244,6049830142,6323493720,6578906628,6878476110,7219849651,7579437390,7967287666,8360414776,8801732268,9228631119,9713844580,10245741260,10808385942,11384254478,11955432691,12511262197,13069502459,13610570948,14154164317,14685652145,15204745589,Qatar,https://public.flourish.studio/country-flags/svg/qa.svg
Romania,Europe,1696587.586,3735551.724,5952175.172,8771193.103,12404384.83,17070588.97,23713988.28,31568059.31,39360949.66,48638060,57716921.38,68834746.9,81826819.31,94470044.14,106853251,117717529.7,123867953.8,128821236.6,135450517.2,141306803.4,148894385.5,156885524.8,166279113.8,176623944.8,189349528.3,205201797.9,227396269.7,252498589,281794726.9,314887597.2,354514447.6,400736458.6,451008749,501479876.6,559401517.9,616707234.5,676250164.1,725168243.4,770281942.8,812973710.3,852723510.3,890030789,928788755.9,964864773.1,988981730.3,1020726861,1049414133,1075480637,1103866712,1136022459,1170552487,1213046006,1267792722,1329764643,1396409239,1468623042,1543334077,1619824057,1697381170,1775635979,1854314934,1933555104,2014724231,2098418238,2183220557,2270937194,2360391598,2452452652,2545054332,2637731312,2731304823,2827724414,2926435927,3026576950,3128079832,3230567488,3333808137,3436706410,3533269539,3620247302,3702354141,3785370454,3869057401,3951724867,4033434619,4110389338,4183287306,4251936158,4319251388,4385088281,4440752120,4488698368,4535406294,4582811917,4630525795,4678082016,4724961131,4771142551,4815975643,4859618652,4902632207,4945310444,4986852721,5027150206,5066181721,5103379580,5137560172,5170023588,5202309343,5233083230,5262413488,5291299010,5318542653,5346805779,5374528279,5401915461,5427927255,5452789558,5477262422,5501666458,5525325148,Romania,https://public.flourish.studio/country-flags/svg/ro.svg
Russia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710267039,7549677102,11445865786,15337251786,19115387623,22644932200,25805390735,28533908308,30961838093,33134594986,35260630423,37332780967,39436040715,41518227834,43603343390,45838172211,48244240488,50869349165,53781932960,56951606249,60200153801,63526934395,66929497862,70311011642,73741159952,77246243430,80800230868,84403971150,88045257550,91722099931,95447735677,99268653288,1.03E+11,1.07E+11,1.11E+11,1.14E+11,Russia,https://public.flourish.studio/country-flags/svg/ru.svg
Saudi Arabia,Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759588264.1,1655630644,2622267304,3677405361,4790889795,6105659874,7753092306,9834544080,12461837024,15401331499,17859788683,20851372044,24055973035,26959838582,30298637064,33786531709,37250781783,39578202872,41222110355,42720683697,43897942529,45626143472,47087575430,48957456731,50812727025,53156974568,56087566076,59112107004,62049299555,65006162874,67956711640,70949493319,73905235973,76951785477,79746776457,82746950998,85673102199,88341707993,91492285259,94863763053,98398351507,1.02E+11,1.05E+11,1.09E+11,1.12E+11,1.15E+11,1.19E+11,1.22E+11,1.26E+11,1.30E+11,1.34E+11,1.38E+11,1.41E+11,1.45E+11,1.49E+11,1.53E+11,Saudi Arabia,https://public.flourish.studio/country-flags/svg/sa.svg
Serbia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8458818.621,16894106.21,26244162.76,34860639.31,43500646.9,51383543.45,58532860,65682176.55,72115561.38,78164802.07,83846958.62,89346161.38,94676528.97,99684521.38,105274318.6,110864115.9,116469208.3,122425501.4,129848954.5,136477646.9,142542182.8,149139696.6,155588964.8,163318321.4,170948259.3,170948259.3,170948259.3,170948259.3,170948259.3,Serbia,https://public.flourish.studio/country-flags/svg/rs.svg
Slovakia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508270.3448,1016540.69,1564225.517,2191915.862,2778426.897,3247871.034,3599660,3992040,4383243.448,4774446.897,5265657.241,5602151.034,5875699.31,6118068.966,6305728.966,6470446.207,6548686.897,6626927.586,6705168.276,6783408.966,6861649.655,6939890.345,7018131.034,7096371.724,7096371.724,7096371.724,7096371.724,7096371.724,Slovakia,https://public.flourish.studio/country-flags/svg/sk.svg
Slovenia,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7059.310345,12353.7931,17648.27586,21177.93103,23531.03448,25295.86207,27060.68966,28825.51724,30590.34483,32355.17241,34120,35884.82759,37649.65517,39414.48276,41179.31034,42944.13793,44708.96552,44708.96552,44708.96552,44708.96552,44708.96552,Slovenia,https://public.flourish.studio/country-flags/svg/si.svg
South Africa,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557685.5172,3778495.862,6999306.207,10220116.55,13449751.03,16670561.38,26304755.17,38052624.14,49602832.41,61025384.83,70158367.59,82652170.34,104124827.6,118139323.4,127370548.3,134848711,141551526.2,144440549,147148971,150037993.8,152904073.8,155644262.8,158177378.6,160710494.5,162305898.6,162305898.6,162305898.6,162305898.6,162305898.6,South Africa,https://public.flourish.studio/country-flags/svg/za.svg
South Sudan,Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10489546.9,44098335.17,96452533.79,146240673.1,192432682.1,242039632.4,290668280,348469913.1,405752098.6,South Sudan,https://public.flourish.studio/country-flags/svg/ss.svg
